snapshot_date,account_id,active_users_7d,conversations_7d,ai_suggestions_accepted_7d,tickets_7d,escalations_7d,renewal_due_in_30d_flag,churned_flag
2025-04-03,acct_00000194,13,8,9,8,0,0,0
2025-04-04,acct_00000194,13,8,9,8,0,0,0
2025-04-05,acct_00000194,13,8,10,8,2,0,0
2025-04-06,acct_00000194,12,7,9,7,2,0,0
2025-04-07,acct_00000194,13,8,8,8,2,0,0
2025-04-08,acct_00000194,10,6,7,6,2,0,0
2025-04-09,acct_00000194,10,6,8,6,2,0,0
2025-04-10,acct_00000194,10,6,8,6,2,0,0
2025-04-11,acct_00000194,10,6,8,6,2,0,0
2025-04-12,acct_00000194,8,4,8,4,0,1,0
2025-04-13,acct_00000194,9,5,9,5,0,1,0
2025-04-14,acct_00000194,10,4,11,4,0,1,0
2025-04-15,acct_00000194,9,3,11,3,0,1,0
2025-04-16,acct_00000194,9,3,11,3,0,1,0
2025-04-17,acct_00000194,10,4,13,4,0,1,0
2025-04-18,acct_00000194,10,6,13,6,1,1,0
2025-04-19,acct_00000194,10,6,10,6,1,1,0
2025-04-20,acct_00000194,10,6,12,6,1,1,0
2025-04-21,acct_00000194,8,5,9,5,1,1,0
2025-04-22,acct_00000194,8,5,8,5,1,1,0
2025-04-23,acct_00000194,10,9,7,9,1,1,0
2025-04-24,acct_00000194,10,8,7,8,1,1,0
2025-04-25,acct_00000194,10,7,6,7,0,1,0
2025-04-26,acct_00000194,11,8,6,8,0,1,0
2025-04-27,acct_00000194,12,10,5,10,1,1,0
2025-04-28,acct_00000194,12,11,6,11,1,1,0
2025-04-29,acct_00000194,13,13,6,13,2,1,0
2025-04-30,acct_00000194,11,9,5,9,2,1,0
2025-01-01,acct_00000195,0,0,0,0,0,0,0
2025-01-02,acct_00000195,0,0,0,0,0,0,0
2025-01-03,acct_00000195,1,0,1,0,0,0,0
2025-01-04,acct_00000195,2,0,1,0,0,0,0
2025-01-05,acct_00000195,2,0,1,0,0,0,0
2025-01-06,acct_00000195,4,1,1,1,0,0,0
2025-01-07,acct_00000195,6,1,1,1,0,0,0
2025-01-08,acct_00000195,6,1,1,1,0,0,0
2025-01-09,acct_00000195,6,2,2,2,0,0,0
2025-01-10,acct_00000195,6,2,1,2,0,0,0
2025-01-11,acct_00000195,6,3,2,3,0,0,0
2025-01-12,acct_00000195,7,3,3,3,0,0,0
2025-01-13,acct_00000195,8,2,4,2,0,0,0
2025-01-14,acct_00000195,8,2,5,2,0,0,0
2025-01-15,acct_00000195,8,2,10,2,0,0,0
2025-01-16,acct_00000195,8,1,9,1,0,0,0
2025-01-17,acct_00000195,8,1,12,1,0,0,0
2025-01-18,acct_00000195,6,0,13,0,0,0,0
2025-01-19,acct_00000195,5,1,13,1,0,0,0
2025-01-20,acct_00000195,7,1,14,1,0,0,0
2025-01-21,acct_00000195,7,1,15,1,0,0,0
2025-01-22,acct_00000195,8,1,12,1,0,0,0
2025-01-23,acct_00000195,8,1,16,1,0,0,0
2025-01-24,acct_00000195,8,2,13,2,0,0,0
2025-01-25,acct_00000195,8,2,12,2,0,0,0
2025-01-26,acct_00000195,7,1,12,1,0,0,0
2025-01-27,acct_00000195,8,1,12,1,0,0,0
2025-01-28,acct_00000195,8,1,12,1,0,0,0
2025-01-29,acct_00000195,7,1,10,1,0,0,0
2025-01-30,acct_00000195,7,1,7,1,0,0,0
2025-01-31,acct_00000195,8,1,8,1,0,0,0
2025-02-01,acct_00000195,9,1,9,1,0,0,0
2025-02-02,acct_00000195,8,1,8,1,0,0,0
2025-02-03,acct_00000195,7,2,6,2,0,0,0
2025-02-04,acct_00000195,6,3,4,3,1,0,0
2025-02-05,acct_00000195,6,3,4,3,1,0,0
2025-02-06,acct_00000195,6,4,5,4,1,0,0
2025-02-07,acct_00000195,5,3,4,3,1,0,0
2025-02-08,acct_00000195,5,4,4,4,2,0,0
2025-02-09,acct_00000195,5,4,4,4,2,0,0
2025-02-10,acct_00000195,5,3,4,3,2,0,0
2025-02-11,acct_00000195,4,2,5,2,1,0,0
2025-02-12,acct_00000195,4,2,5,2,1,0,0
2025-02-13,acct_00000195,4,1,3,1,1,0,0
2025-02-14,acct_00000195,4,1,3,1,1,0,0
2025-02-15,acct_00000195,3,0,1,0,0,0,0
2025-02-16,acct_00000195,2,0,1,0,0,0,0
2025-02-17,acct_00000195,2,0,2,0,0,0,0
2025-02-18,acct_00000195,2,0,1,0,0,0,0
2025-02-19,acct_00000195,1,0,2,0,0,0,0
2025-02-20,acct_00000195,1,0,3,0,0,0,0
2025-02-21,acct_00000195,1,0,3,0,0,0,0
2025-02-22,acct_00000195,1,0,3,0,0,0,0
2025-02-23,acct_00000195,1,0,3,0,0,0,0
2025-02-24,acct_00000195,1,0,2,0,0,0,0
2025-02-25,acct_00000195,3,2,2,2,0,0,0
2025-02-26,acct_00000195,3,2,1,2,0,0,0
2025-02-27,acct_00000195,4,3,0,3,0,0,0
2025-02-28,acct_00000195,4,3,0,3,0,0,0
2025-03-01,acct_00000195,4,3,1,3,0,0,0
2025-03-02,acct_00000195,4,3,2,3,0,0,0
2025-03-03,acct_00000195,5,4,2,4,0,0,0
2025-03-04,acct_00000195,3,2,2,2,0,1,0
2025-03-05,acct_00000195,3,2,2,2,0,1,0
2025-03-06,acct_00000195,2,1,2,1,0,1,0
2025-03-07,acct_00000195,2,1,2,1,0,1,0
2025-03-08,acct_00000195,2,1,1,1,0,1,0
2025-03-09,acct_00000195,2,1,0,1,0,1,0
2025-03-10,acct_00000195,2,1,0,1,0,1,0
2025-03-11,acct_00000195,2,1,0,1,0,1,0
2025-03-12,acct_00000195,2,1,0,1,0,1,0
2025-03-13,acct_00000195,2,1,0,1,0,1,0
2025-03-14,acct_00000195,2,1,0,1,0,1,0
2025-03-15,acct_00000195,2,1,0,1,0,1,0
2025-03-16,acct_00000195,2,2,0,2,0,1,0
2025-03-17,acct_00000195,1,1,0,1,0,1,0
2025-03-18,acct_00000195,1,1,0,1,0,1,0
2025-03-19,acct_00000195,1,1,0,1,0,1,0
2025-03-20,acct_00000195,1,1,0,1,0,1,0
2025-03-21,acct_00000195,1,1,0,1,0,1,0
2025-03-22,acct_00000195,1,1,0,1,0,1,0
2025-03-23,acct_00000195,1,1,0,1,1,1,0
2025-03-24,acct_00000195,1,1,0,1,1,1,0
2025-03-25,acct_00000195,1,1,0,1,1,1,0
2025-03-26,acct_00000195,1,1,0,1,1,1,0
2025-03-27,acct_00000195,1,1,0,1,1,1,0
2025-03-28,acct_00000195,1,1,0,1,1,1,0
2025-03-29,acct_00000195,1,1,0,1,1,1,0
2025-03-30,acct_00000195,0,0,0,0,0,1,0
2025-03-31,acct_00000195,0,0,0,0,0,1,0
2025-04-01,acct_00000195,0,0,0,0,0,1,0
2025-04-02,acct_00000195,0,0,0,0,0,1,0
2025-04-03,acct_00000195,0,0,0,0,0,1,0
2025-04-04,acct_00000195,0,0,0,0,0,0,0
2025-04-05,acct_00000195,0,0,0,0,0,0,0
2025-04-06,acct_00000195,0,0,0,0,0,0,0
2025-04-07,acct_00000195,0,0,0,0,0,0,0
2025-04-08,acct_00000195,0,0,0,0,0,0,0
2025-04-09,acct_00000195,0,0,0,0,0,0,0
2025-04-10,acct_00000195,1,1,0,1,0,0,0
2025-04-11,acct_00000195,1,1,0,1,0,0,0
2025-04-12,acct_00000195,1,1,0,1,0,0,0
2025-04-13,acct_00000195,1,1,0,1,0,0,0
2025-04-14,acct_00000195,1,1,0,1,0,0,0
2025-04-15,acct_00000195,2,2,0,2,0,0,0
2025-04-16,acct_00000195,2,3,0,3,0,0,0
2025-04-17,acct_00000195,2,4,0,4,0,0,0
2025-04-18,acct_00000195,2,4,0,4,0,0,0
2025-04-19,acct_00000195,2,4,0,4,0,0,0
2025-04-20,acct_00000195,2,4,0,4,0,0,0
2025-04-21,acct_00000195,2,4,0,4,0,0,0
2025-04-22,acct_00000195,3,4,0,4,0,0,0
2025-04-23,acct_00000195,4,5,0,5,0,0,0
2025-04-24,acct_00000195,2,3,0,3,0,0,0
2025-04-25,acct_00000195,2,3,0,3,0,0,0
2025-04-26,acct_00000195,3,4,0,4,0,0,0
2025-04-27,acct_00000195,3,4,0,4,0,0,0
2025-04-28,acct_00000195,3,4,0,4,0,0,0
2025-04-29,acct_00000195,2,3,0,3,0,0,0
2025-04-30,acct_00000195,1,1,0,1,0,0,0
2025-01-01,acct_00000196,0,0,0,0,0,0,0
2025-01-02,acct_00000196,0,0,0,0,0,0,0
2025-01-03,acct_00000196,0,0,0,0,0,0,0
2025-01-04,acct_00000196,0,0,0,0,0,0,0
2025-01-05,acct_00000196,0,0,0,0,0,0,0
2025-01-06,acct_00000196,0,0,0,0,0,0,0
2025-01-07,acct_00000196,0,0,0,0,0,0,0
2025-01-08,acct_00000196,0,0,0,0,0,0,0
2025-01-09,acct_00000196,0,0,0,0,0,0,0
2025-01-10,acct_00000196,0,0,0,0,0,0,0
2025-01-11,acct_00000196,0,0,0,0,0,0,0
2025-01-12,acct_00000196,0,0,0,0,0,0,0
2025-01-13,acct_00000196,0,0,0,0,0,0,0
2025-01-14,acct_00000196,0,0,0,0,0,0,0
2025-01-15,acct_00000196,0,0,0,0,0,0,0
2025-01-16,acct_00000196,0,0,0,0,0,0,0
2025-01-17,acct_00000196,0,0,0,0,0,0,0
2025-01-18,acct_00000196,0,0,0,0,0,0,0
2025-01-19,acct_00000196,0,0,0,0,0,0,0
2025-01-20,acct_00000196,0,0,0,0,0,0,0
2025-01-21,acct_00000196,0,0,0,0,0,0,0
2025-01-22,acct_00000196,0,0,0,0,0,0,0
2025-01-23,acct_00000196,0,0,0,0,0,0,0
2025-01-24,acct_00000196,0,0,0,0,0,0,0
2025-01-25,acct_00000196,0,0,0,0,0,0,0
2025-01-26,acct_00000196,0,0,0,0,0,0,0
2025-01-27,acct_00000196,0,0,0,0,0,0,0
2025-01-28,acct_00000196,0,0,0,0,0,0,0
2025-01-29,acct_00000196,0,0,0,0,0,0,0
2025-01-30,acct_00000196,0,0,0,0,0,0,0
2025-01-31,acct_00000196,0,0,0,0,0,0,0
2025-02-01,acct_00000196,0,0,0,0,0,0,0
2025-02-02,acct_00000196,0,0,0,0,0,0,0
2025-02-03,acct_00000196,0,0,0,0,0,0,0
2025-02-04,acct_00000196,0,0,0,0,0,0,0
2025-02-05,acct_00000196,0,0,0,0,0,0,0
2025-02-06,acct_00000196,0,0,0,0,0,0,0
2025-02-07,acct_00000196,0,0,0,0,0,0,0
2025-02-08,acct_00000196,0,0,0,0,0,0,0
2025-02-09,acct_00000196,0,0,0,0,0,0,0
2025-02-10,acct_00000196,0,0,0,0,0,0,0
2025-02-11,acct_00000196,1,0,1,0,0,0,0
2025-02-12,acct_00000196,3,1,1,1,0,0,0
2025-02-13,acct_00000196,4,1,1,1,0,0,0
2025-02-14,acct_00000196,4,1,1,1,0,0,0
2025-02-15,acct_00000196,4,1,1,1,0,0,0
2025-02-16,acct_00000196,4,2,2,2,0,0,0
2025-02-17,acct_00000196,4,2,5,2,0,0,0
2025-02-18,acct_00000196,5,2,4,2,0,0,0
2025-02-19,acct_00000196,6,1,4,1,0,0,0
2025-02-20,acct_00000196,5,1,5,1,0,0,0
2025-02-21,acct_00000196,7,1,5,1,0,0,0
2025-02-22,acct_00000196,8,2,6,2,0,0,0
2025-02-23,acct_00000196,8,1,6,1,0,0,0
2025-02-24,acct_00000196,9,1,3,1,0,0,0
2025-02-25,acct_00000196,10,3,4,3,0,0,0
2025-02-26,acct_00000196,10,3,4,3,0,0,0
2025-02-27,acct_00000196,10,3,3,3,0,0,0
2025-02-28,acct_00000196,11,4,4,4,0,0,0
2025-03-01,acct_00000196,13,3,4,3,0,0,0
2025-03-02,acct_00000196,13,5,3,5,1,0,0
2025-03-03,acct_00000196,13,6,3,6,1,0,0
2025-03-04,acct_00000196,12,4,2,4,1,0,0
2025-03-05,acct_00000196,13,4,3,4,1,0,0
2025-03-06,acct_00000196,13,4,3,4,1,0,0
2025-03-07,acct_00000196,11,3,2,3,1,0,0
2025-03-08,acct_00000196,10,3,1,3,1,0,0
2025-03-09,acct_00000196,9,1,1,1,0,0,0
2025-03-10,acct_00000196,8,0,1,0,0,0,0
2025-03-11,acct_00000196,7,1,1,1,0,0,0
2025-03-12,acct_00000196,6,1,0,1,0,0,0
2025-03-13,acct_00000196,5,1,0,1,0,0,0
2025-03-14,acct_00000196,4,1,0,1,0,0,0
2025-03-15,acct_00000196,5,3,0,3,0,0,0
2025-03-16,acct_00000196,5,3,1,3,0,0,0
2025-03-17,acct_00000196,5,3,1,3,0,0,0
2025-03-18,acct_00000196,5,2,2,2,0,0,0
2025-03-19,acct_00000196,5,3,2,3,0,0,0
2025-03-20,acct_00000196,5,3,2,3,0,0,0
2025-03-21,acct_00000196,5,3,2,3,0,0,0
2025-03-22,acct_00000196,3,1,2,1,0,0,0
2025-03-23,acct_00000196,3,1,1,1,0,0,0
2025-03-24,acct_00000196,3,1,3,1,0,0,0
2025-03-25,acct_00000196,3,1,2,1,0,0,0
2025-03-26,acct_00000196,2,0,2,0,0,0,0
2025-03-27,acct_00000196,2,1,2,1,0,0,0
2025-03-28,acct_00000196,2,1,3,1,0,0,0
2025-03-29,acct_00000196,2,1,3,1,0,0,0
2025-03-30,acct_00000196,3,2,5,2,0,0,0
2025-03-31,acct_00000196,4,4,3,4,1,0,0
2025-04-01,acct_00000196,5,5,4,5,1,0,0
2025-04-02,acct_00000196,5,5,4,5,1,0,0
2025-04-03,acct_00000196,5,4,4,4,1,0,0
2025-04-04,acct_00000196,5,5,3,5,1,0,0
2025-04-05,acct_00000196,7,7,3,7,1,0,0
2025-04-06,acct_00000196,7,7,1,7,1,0,0
2025-04-07,acct_00000196,6,5,1,5,0,0,0
2025-04-08,acct_00000196,6,5,0,5,0,0,0
2025-04-09,acct_00000196,7,6,1,6,1,0,0
2025-04-10,acct_00000196,7,6,1,6,1,1,0
2025-04-11,acct_00000196,6,5,1,5,1,1,0
2025-04-12,acct_00000196,4,3,1,3,1,1,0
2025-04-13,acct_00000196,4,3,2,3,1,1,0
2025-04-14,acct_00000196,4,3,2,3,1,1,0
2025-04-15,acct_00000196,3,2,2,2,1,1,0
2025-04-16,acct_00000196,2,1,1,1,0,1,0
2025-04-17,acct_00000196,2,1,2,1,0,1,0
2025-04-18,acct_00000196,2,1,2,1,0,1,0
2025-04-19,acct_00000196,2,1,3,1,0,1,0
2025-04-20,acct_00000196,1,0,2,0,0,1,0
2025-04-21,acct_00000196,1,0,2,0,0,1,0
2025-04-22,acct_00000196,2,1,2,1,0,1,0
2025-04-23,acct_00000196,2,1,2,1,0,1,0
2025-04-24,acct_00000196,2,1,1,1,0,1,0
2025-04-25,acct_00000196,3,2,1,2,0,1,0
2025-04-26,acct_00000196,2,2,0,2,0,1,0
2025-04-27,acct_00000196,2,2,0,2,0,1,0
2025-04-28,acct_00000196,2,2,0,2,0,1,0
2025-04-29,acct_00000196,2,2,0,2,1,1,0
2025-04-30,acct_00000196,2,2,0,2,1,1,0
2025-01-01,acct_00000197,0,0,0,0,0,0,0
2025-01-02,acct_00000197,0,0,0,0,0,0,0
2025-01-03,acct_00000197,0,0,0,0,0,0,0
2025-01-04,acct_00000197,0,0,0,0,0,0,0
2025-01-05,acct_00000197,0,0,0,0,0,0,0
2025-01-06,acct_00000197,0,0,0,0,0,0,0
2025-01-07,acct_00000197,0,0,0,0,0,0,0
2025-01-08,acct_00000197,0,0,0,0,0,0,0
2025-01-09,acct_00000197,0,0,0,0,0,0,0
2025-01-10,acct_00000197,0,0,0,0,0,0,0
2025-01-11,acct_00000197,0,0,0,0,0,0,0
2025-01-12,acct_00000197,0,0,0,0,0,0,0
2025-01-13,acct_00000197,0,0,0,0,0,0,0
2025-01-14,acct_00000197,0,0,0,0,0,0,0
2025-01-15,acct_00000197,0,0,0,0,0,0,0
2025-01-16,acct_00000197,0,0,0,0,0,0,0
2025-01-17,acct_00000197,1,0,0,0,0,0,0
2025-01-18,acct_00000197,2,1,0,1,0,0,0
2025-01-19,acct_00000197,2,2,2,2,0,0,0
2025-01-20,acct_00000197,2,2,2,2,0,0,0
2025-01-21,acct_00000197,2,4,2,4,0,0,0
2025-01-22,acct_00000197,4,4,3,4,0,0,0
2025-01-23,acct_00000197,5,6,4,6,0,0,0
2025-01-24,acct_00000197,6,6,4,6,0,0,0
2025-01-25,acct_00000197,9,5,5,5,0,0,0
2025-01-26,acct_00000197,11,4,6,4,0,0,0
2025-01-27,acct_00000197,12,5,7,5,1,0,0
2025-01-28,acct_00000197,13,4,9,4,1,0,0
2025-01-29,acct_00000197,14,5,9,5,2,0,0
2025-01-30,acct_00000197,14,3,13,3,2,0,0
2025-01-31,acct_00000197,15,3,14,3,2,0,0
2025-02-01,acct_00000197,15,3,15,3,2,0,0
2025-02-02,acct_00000197,15,3,14,3,2,0,0
2025-02-03,acct_00000197,12,2,14,2,1,0,0
2025-02-04,acct_00000197,12,1,12,1,1,0,0
2025-02-05,acct_00000197,14,0,11,0,0,0,0
2025-02-06,acct_00000197,12,0,6,0,0,0,0
2025-02-07,acct_00000197,12,1,5,1,0,0,0
2025-02-08,acct_00000197,10,1,3,1,0,0,0
2025-02-09,acct_00000197,10,1,1,1,0,0,0
2025-02-10,acct_00000197,8,1,0,1,0,0,0
2025-02-11,acct_00000197,8,2,1,2,0,0,0
2025-02-12,acct_00000197,10,4,3,4,0,0,0
2025-02-13,acct_00000197,10,5,3,5,0,0,0
2025-02-14,acct_00000197,10,5,4,5,0,0,0
2025-02-15,acct_00000197,11,7,4,7,0,0,0
2025-02-16,acct_00000197,11,7,4,7,0,0,0
2025-02-17,acct_00000197,10,7,4,7,0,0,0
2025-02-18,acct_00000197,9,6,3,6,0,0,0
2025-02-19,acct_00000197,8,4,2,4,0,0,0
2025-02-20,acct_00000197,7,3,3,3,0,0,0
2025-02-21,acct_00000197,6,2,2,2,0,0,0
2025-02-22,acct_00000197,4,0,2,0,0,0,0
2025-02-23,acct_00000197,4,0,2,0,0,0,0
2025-02-24,acct_00000197,4,0,2,0,0,0,0
2025-02-25,acct_00000197,4,0,3,0,0,0,0
2025-02-26,acct_00000197,4,1,2,1,0,0,0
2025-02-27,acct_00000197,4,1,1,1,0,0,0
2025-02-28,acct_00000197,4,3,1,3,0,0,0
2025-03-01,acct_00000197,4,3,1,3,0,0,0
2025-03-02,acct_00000197,5,4,1,4,0,0,0
2025-03-03,acct_00000197,7,6,3,6,1,0,0
2025-03-04,acct_00000197,7,6,2,6,1,0,0
2025-03-05,acct_00000197,7,7,2,7,1,0,0
2025-03-06,acct_00000197,8,8,4,8,1,0,0
2025-03-07,acct_00000197,7,6,4,6,1,0,0
2025-03-08,acct_00000197,7,7,5,7,1,0,0
2025-03-09,acct_00000197,8,7,5,7,1,0,0
2025-03-10,acct_00000197,7,6,4,6,0,0,0
2025-03-11,acct_00000197,7,8,4,8,0,0,0
2025-03-12,acct_00000197,6,6,4,6,0,0,0
2025-03-13,acct_00000197,5,5,2,5,0,0,0
2025-03-14,acct_00000197,5,5,3,5,0,1,0
2025-03-15,acct_00000197,4,4,2,4,0,1,0
2025-03-16,acct_00000197,4,4,2,4,1,1,0
2025-03-17,acct_00000197,4,3,1,3,1,1,0
2025-03-18,acct_00000197,2,1,3,1,1,1,0
2025-03-19,acct_00000197,2,1,4,1,1,1,0
2025-03-20,acct_00000197,3,2,5,2,2,1,0
2025-03-21,acct_00000197,3,2,4,2,2,1,0
2025-03-22,acct_00000197,3,2,5,2,2,1,0
2025-03-23,acct_00000197,4,4,6,4,1,1,0
2025-03-24,acct_00000197,6,6,6,6,2,1,0
2025-03-25,acct_00000197,6,6,4,6,2,1,0
2025-03-26,acct_00000197,6,6,3,6,2,1,0
2025-03-27,acct_00000197,7,6,2,6,1,1,0
2025-03-28,acct_00000197,7,6,4,6,1,1,0
2025-03-29,acct_00000197,7,6,3,6,1,1,0
2025-03-30,acct_00000197,4,3,3,3,1,1,0
2025-03-31,acct_00000197,2,1,3,1,0,1,0
2025-04-01,acct_00000197,2,1,5,1,0,1,0
2025-04-02,acct_00000197,3,2,7,2,0,1,0
2025-04-03,acct_00000197,2,1,7,1,0,1,0
2025-04-04,acct_00000197,3,2,6,2,0,1,0
2025-04-05,acct_00000197,4,3,7,3,0,1,0
2025-04-06,acct_00000197,4,3,6,3,0,1,0
2025-04-07,acct_00000197,4,3,6,3,0,1,0
2025-04-08,acct_00000197,4,3,4,3,0,1,0
2025-04-09,acct_00000197,4,3,2,3,0,1,0
2025-04-10,acct_00000197,4,3,3,3,0,1,0
2025-04-11,acct_00000197,5,4,2,4,0,1,0
2025-04-12,acct_00000197,4,3,1,3,0,1,0
2025-04-13,acct_00000197,4,3,1,3,0,1,0
2025-04-14,acct_00000197,4,4,1,4,0,0,0
2025-04-15,acct_00000197,4,4,2,4,0,0,0
2025-04-16,acct_00000197,4,4,3,4,1,0,0
2025-04-17,acct_00000197,4,4,4,4,1,0,0
2025-04-18,acct_00000197,2,2,4,2,1,0,0
2025-04-19,acct_00000197,2,2,4,2,1,0,0
2025-04-20,acct_00000197,2,2,4,2,1,0,0
2025-04-21,acct_00000197,2,1,4,1,1,0,0
2025-04-22,acct_00000197,2,1,3,1,1,0,0
2025-04-23,acct_00000197,1,0,2,0,0,0,0
2025-04-24,acct_00000197,2,1,2,1,0,0,0
2025-04-25,acct_00000197,4,3,2,3,0,0,0
2025-04-26,acct_00000197,4,3,2,3,0,0,0
2025-04-27,acct_00000197,4,3,2,3,0,0,0
2025-04-28,acct_00000197,5,5,2,5,0,0,0
2025-04-29,acct_00000197,6,6,2,6,0,0,0
2025-04-30,acct_00000197,6,6,2,6,0,0,0
2025-01-01,acct_00000198,0,0,0,0,0,0,0
2025-01-02,acct_00000198,0,0,0,0,0,0,0
2025-01-03,acct_00000198,0,0,0,0,0,0,0
2025-01-04,acct_00000198,0,0,0,0,0,0,0
2025-01-05,acct_00000198,0,0,0,0,0,0,0
2025-01-06,acct_00000198,0,0,0,0,0,0,0
2025-01-07,acct_00000198,0,0,0,0,0,0,0
2025-01-08,acct_00000198,0,0,0,0,0,0,0
2025-01-09,acct_00000198,0,0,0,0,0,0,0
2025-01-10,acct_00000198,0,0,0,0,0,0,0
2025-01-11,acct_00000198,0,0,0,0,0,0,0
2025-01-12,acct_00000198,0,0,0,0,0,0,0
2025-01-13,acct_00000198,0,0,0,0,0,0,0
2025-01-14,acct_00000198,0,0,0,0,0,0,0
2025-01-15,acct_00000198,0,0,0,0,0,0,0
2025-01-16,acct_00000198,0,0,0,0,0,0,0
2025-01-17,acct_00000198,0,0,0,0,0,0,0
2025-01-18,acct_00000198,0,0,0,0,0,0,0
2025-01-19,acct_00000198,0,0,0,0,0,0,0
2025-01-20,acct_00000198,0,0,0,0,0,0,0
2025-01-21,acct_00000198,0,0,0,0,0,0,0
2025-01-22,acct_00000198,0,0,0,0,0,0,0
2025-01-23,acct_00000198,0,0,0,0,0,0,0
2025-01-24,acct_00000198,0,0,0,0,0,0,0
2025-01-25,acct_00000198,0,0,0,0,0,0,0
2025-01-26,acct_00000198,0,0,0,0,0,0,0
2025-01-27,acct_00000198,0,0,0,0,0,0,0
2025-01-28,acct_00000198,0,0,0,0,0,0,0
2025-01-29,acct_00000198,0,0,0,0,0,0,0
2025-01-30,acct_00000198,0,0,0,0,0,0,0
2025-01-31,acct_00000198,0,0,0,0,0,0,0
2025-02-01,acct_00000198,0,0,0,0,0,0,0
2025-02-02,acct_00000198,2,0,0,0,0,0,0
2025-02-03,acct_00000198,2,1,0,1,0,0,0
2025-02-04,acct_00000198,2,1,0,1,0,0,0
2025-02-05,acct_00000198,2,1,0,1,0,0,0
2025-02-06,acct_00000198,2,1,1,1,0,0,0
2025-02-07,acct_00000198,3,2,1,2,0,0,0
2025-02-08,acct_00000198,4,2,2,2,0,0,0
2025-02-09,acct_00000198,8,2,2,2,0,0,0
2025-02-10,acct_00000198,8,1,4,1,0,0,0
2025-02-11,acct_00000198,7,1,6,1,0,0,0
2025-02-12,acct_00000198,7,1,7,1,0,0,0
2025-02-13,acct_00000198,8,1,6,1,0,0,0
2025-02-14,acct_00000198,10,0,8,0,0,0,0
2025-02-15,acct_00000198,10,0,7,0,0,0,0
2025-02-16,acct_00000198,9,0,8,0,0,0,0
2025-02-17,acct_00000198,8,0,6,0,0,0,0
2025-02-18,acct_00000198,8,0,5,0,0,0,0
2025-02-19,acct_00000198,10,1,4,1,0,0,0
2025-02-20,acct_00000198,10,2,4,2,0,0,0
2025-02-21,acct_00000198,11,2,3,2,0,0,0
2025-02-22,acct_00000198,10,2,6,2,0,0,0
2025-02-23,acct_00000198,11,2,9,2,0,0,0
2025-02-24,acct_00000198,11,2,10,2,0,0,0
2025-02-25,acct_00000198,11,2,9,2,0,0,0
2025-02-26,acct_00000198,11,1,9,1,0,0,0
2025-02-27,acct_00000198,11,3,9,3,0,0,0
2025-02-28,acct_00000198,11,4,8,4,0,0,0
2025-03-01,acct_00000198,11,5,5,5,0,0,0
2025-03-02,acct_00000198,8,5,2,5,0,0,0
2025-03-03,acct_00000198,8,5,1,5,0,0,0
2025-03-04,acct_00000198,7,5,1,5,0,0,0
2025-03-05,acct_00000198,7,5,4,5,0,0,0
2025-03-06,acct_00000198,6,2,4,2,0,0,0
2025-03-07,acct_00000198,5,1,4,1,0,0,0
2025-03-08,acct_00000198,4,0,4,0,0,0,0
2025-03-09,acct_00000198,4,0,7,0,0,0,0
2025-03-10,acct_00000198,4,0,7,0,0,0,0
2025-03-11,acct_00000198,4,0,7,0,0,0,0
2025-03-12,acct_00000198,4,0,5,0,0,0,0
2025-03-13,acct_00000198,4,0,5,0,0,0,0
2025-03-14,acct_00000198,3,0,5,0,0,0,0
2025-03-15,acct_00000198,4,1,7,1,0,0,0
2025-03-16,acct_00000198,4,1,3,1,0,0,0
2025-03-17,acct_00000198,4,1,3,1,0,0,0
2025-03-18,acct_00000198,4,1,3,1,0,0,0
2025-03-19,acct_00000198,4,1,2,1,0,0,0
2025-03-20,acct_00000198,4,1,2,1,0,0,0
2025-03-21,acct_00000198,4,1,3,1,0,0,0
2025-03-22,acct_00000198,3,0,1,0,0,0,0
2025-03-23,acct_00000198,3,0,3,0,0,0,0
2025-03-24,acct_00000198,4,1,5,1,1,0,0
2025-03-25,acct_00000198,4,1,5,1,1,0,0
2025-03-26,acct_00000198,4,1,6,1,1,0,0
2025-03-27,acct_00000198,4,1,7,1,1,0,0
2025-03-28,acct_00000198,4,1,6,1,1,0,0
2025-03-29,acct_00000198,4,1,6,1,1,0,0
2025-03-30,acct_00000198,4,1,4,1,1,0,0
2025-03-31,acct_00000198,3,0,4,0,0,0,0
2025-04-01,acct_00000198,3,0,4,0,0,0,0
2025-04-02,acct_00000198,3,0,3,0,0,0,0
2025-04-03,acct_00000198,3,0,2,0,0,1,0
2025-04-04,acct_00000198,3,0,4,0,0,1,0
2025-04-05,acct_00000198,3,0,5,0,0,1,0
2025-04-06,acct_00000198,3,0,6,0,0,1,0
2025-04-07,acct_00000198,3,0,4,0,0,1,0
2025-04-08,acct_00000198,3,0,6,0,0,1,0
2025-04-09,acct_00000198,3,0,6,0,0,1,0
2025-04-10,acct_00000198,5,2,7,2,0,1,0
2025-04-11,acct_00000198,4,2,5,2,0,1,0
2025-04-12,acct_00000198,4,2,5,2,0,1,0
2025-04-13,acct_00000198,5,3,4,3,0,1,0
2025-04-14,acct_00000198,5,3,4,3,0,1,0
2025-04-15,acct_00000198,4,3,2,3,0,1,0
2025-04-16,acct_00000198,4,3,2,3,0,1,0
2025-04-17,acct_00000198,2,1,1,1,0,1,0
2025-04-18,acct_00000198,3,2,2,2,0,1,0
2025-04-19,acct_00000198,3,2,2,2,0,1,0
