conversation_id,account_id,user_id,created_at,resolved_at,channel,issue_type,resolved_by,ai_assist_used_flag,escalated_flag,resolution_minutes,csat_score
conv_00008669,acct_00000180,usr_00004045,2025-04-26 10:02:49,2025-04-26 12:49:49,email,bug,human,0,1,167,2.2
conv_00008658,acct_00000180,usr_00004041,2025-04-28 18:35:15,2025-04-28 18:55:15,chat,setup,ai,1,0,20,3.7
conv_00008655,acct_00000180,usr_00004053,2025-04-30 21:04:28,2025-04-30 21:32:28,chat,workflow,ai,1,0,28,3.8
conv_00008684,acct_00000181,usr_00004062,2025-01-24 15:02:13,2025-01-24 15:34:13,chat,setup,ai_plus_human,1,0,32,3.9
conv_00008688,acct_00000181,usr_00004062,2025-01-25 13:47:23,2025-01-25 14:10:23,chat,billing,ai_plus_human,1,0,23,2.8
conv_00008671,acct_00000181,usr_00004059,2025-01-30 09:16:11,2025-01-30 12:51:11,chat,bug,human,0,1,215,2.8
conv_00008674,acct_00000181,usr_00004062,2025-02-01 21:30:23,2025-02-01 21:53:23,email,permissions,human,0,0,23,3.3
conv_00008672,acct_00000181,usr_00004059,2025-02-02 09:04:05,2025-02-02 09:27:05,email,permissions,human,0,0,23,3.0
conv_00008686,acct_00000181,usr_00004058,2025-02-05 10:40:52,2025-02-05 11:09:52,chat,reporting,human,0,0,29,3.6
conv_00008694,acct_00000181,usr_00004058,2025-02-06 21:22:31,2025-02-06 22:55:31,web,bug,human,0,0,93,3.6
conv_00008697,acct_00000181,usr_00004058,2025-02-11 10:14:00,2025-02-11 11:23:00,chat,api,human,0,0,69,3.6
conv_00008687,acct_00000181,usr_00004057,2025-02-16 09:57:49,2025-02-16 10:43:49,chat,api,ai_plus_human,1,0,46,4.5
conv_00008673,acct_00000181,usr_00004061,2025-02-19 14:40:12,2025-02-19 15:10:12,web,permissions,ai_plus_human,1,0,30,3.1
conv_00008695,acct_00000181,usr_00004062,2025-02-21 15:56:56,2025-02-21 17:21:56,email,bug,human,0,0,85,3.6
conv_00008677,acct_00000181,usr_00004062,2025-03-06 17:09:40,2025-03-06 17:47:40,chat,workflow,human,0,0,38,3.3
conv_00008683,acct_00000181,usr_00004058,2025-03-08 10:43:53,2025-03-08 12:00:53,email,billing,human,0,1,77,2.7
conv_00008699,acct_00000181,usr_00004062,2025-03-16 10:42:16,2025-03-16 11:10:16,chat,permissions,human,0,0,28,3.2
conv_00008675,acct_00000181,usr_00004062,2025-03-17 07:59:54,2025-03-17 08:28:54,chat,workflow,ai,1,0,29,3.8
conv_00008676,acct_00000181,usr_00004058,2025-03-24 17:07:40,2025-03-24 17:51:40,chat,workflow,human,0,0,44,3.4
conv_00008682,acct_00000181,usr_00004059,2025-03-28 07:05:48,2025-03-28 08:08:48,chat,bug,ai_plus_human,1,0,63,3.1
conv_00008678,acct_00000181,usr_00004059,2025-03-28 17:07:36,2025-03-28 17:34:36,email,setup,human,0,0,27,3.7
conv_00008681,acct_00000181,usr_00004058,2025-04-02 09:38:02,2025-04-02 10:42:02,email,api,human,0,0,64,3.5
conv_00008691,acct_00000181,usr_00004060,2025-04-02 20:51:55,2025-04-02 21:35:55,email,billing,human,0,0,44,3.8
conv_00008689,acct_00000181,usr_00004061,2025-04-06 12:28:35,2025-04-06 12:47:35,email,permissions,ai,1,0,19,3.6
conv_00008679,acct_00000181,usr_00004060,2025-04-08 07:12:45,2025-04-08 08:17:45,email,workflow,human,0,0,65,3.3
conv_00008693,acct_00000181,usr_00004057,2025-04-09 07:23:28,2025-04-09 08:17:28,chat,bug,ai_plus_human,1,0,54,4.1
conv_00008680,acct_00000181,usr_00004058,2025-04-16 21:01:32,2025-04-16 23:56:32,chat,api,human,0,1,175,2.4
conv_00008690,acct_00000181,usr_00004057,2025-04-17 16:16:05,2025-04-17 16:50:05,web,reporting,human,0,0,34,3.1
conv_00008685,acct_00000181,usr_00004059,2025-04-19 13:23:53,2025-04-19 13:38:53,chat,reporting,ai,1,0,15,3.3
conv_00008696,acct_00000181,usr_00004058,2025-04-20 20:36:51,2025-04-20 21:00:51,chat,reporting,ai_plus_human,1,0,24,3.6
conv_00008692,acct_00000181,usr_00004060,2025-04-25 12:56:10,2025-04-25 13:18:10,chat,setup,human,0,0,22,3.6
conv_00008698,acct_00000181,usr_00004059,2025-04-28 10:27:09,2025-04-28 11:22:09,email,workflow,human,0,0,55,3.4
conv_00008713,acct_00000182,usr_00004068,2025-01-11 21:54:26,2025-01-11 22:35:26,web,workflow,ai,1,0,41,3.4
conv_00008725,acct_00000182,usr_00004068,2025-01-13 16:02:16,2025-01-13 16:22:16,web,setup,human,0,0,20,3.3
conv_00008711,acct_00000182,usr_00004068,2025-01-25 14:26:19,2025-01-25 15:11:19,email,workflow,human,0,0,45,3.8
conv_00008712,acct_00000182,usr_00004071,2025-01-30 19:25:45,2025-01-30 19:55:45,email,billing,ai,1,0,30,3.5
conv_00008710,acct_00000182,usr_00004071,2025-02-10 08:21:00,2025-02-10 08:57:00,email,api,human,0,0,36,3.5
conv_00008715,acct_00000182,usr_00004068,2025-02-12 15:25:21,2025-02-12 15:57:21,web,reporting,ai,1,0,32,3.4
conv_00008740,acct_00000182,usr_00004069,2025-02-14 16:17:54,2025-02-14 16:34:54,email,setup,human,0,0,17,3.1
conv_00008702,acct_00000182,usr_00004066,2025-02-22 09:25:49,2025-02-22 10:10:49,web,reporting,human,0,0,45,2.5
conv_00008716,acct_00000182,usr_00004065,2025-03-01 15:50:09,2025-03-01 18:46:09,chat,bug,human,0,1,176,2.4
conv_00008719,acct_00000182,usr_00004067,2025-03-02 13:50:57,2025-03-02 13:55:57,chat,setup,ai,1,0,5,3.6
conv_00008705,acct_00000182,usr_00004067,2025-03-04 15:01:35,2025-03-04 15:31:35,chat,reporting,human,0,0,30,3.4
conv_00008726,acct_00000182,usr_00004067,2025-03-07 12:52:01,2025-03-07 13:29:01,chat,workflow,human,0,0,37,3.7
conv_00008722,acct_00000182,usr_00004069,2025-03-11 14:25:48,2025-03-11 14:48:48,email,permissions,ai_plus_human,1,0,23,3.6
conv_00008718,acct_00000182,usr_00004068,2025-03-14 14:33:28,2025-03-14 15:41:28,web,api,human,0,0,68,3.4
conv_00008741,acct_00000182,usr_00004068,2025-03-25 14:20:52,2025-03-25 14:54:52,chat,setup,ai_plus_human,1,1,34,2.9
conv_00008737,acct_00000182,usr_00004070,2025-03-26 20:16:34,2025-03-26 20:59:34,chat,workflow,human,0,0,43,3.4
conv_00008736,acct_00000182,usr_00004069,2025-03-27 07:08:00,2025-03-27 07:47:00,chat,billing,human,0,0,39,3.7
conv_00008731,acct_00000182,usr_00004063,2025-03-27 17:04:06,2025-03-27 17:34:06,web,reporting,human,0,0,30,2.8
conv_00008721,acct_00000182,usr_00004064,2025-03-27 17:33:06,2025-03-27 19:04:06,email,bug,ai_plus_human,1,0,91,4.1
conv_00008730,acct_00000182,usr_00004068,2025-03-28 12:56:53,2025-03-28 13:32:53,web,reporting,human,0,0,36,3.0
conv_00008742,acct_00000182,usr_00004069,2025-03-28 14:15:12,2025-03-28 15:22:12,chat,api,human,0,0,67,3.5
conv_00008734,acct_00000182,usr_00004064,2025-03-30 18:45:42,2025-03-30 20:14:42,email,api,ai_plus_human,1,1,89,3.0
conv_00008729,acct_00000182,usr_00004065,2025-03-30 19:27:07,2025-03-30 20:20:07,email,workflow,human,0,0,53,2.9
conv_00008701,acct_00000182,usr_00004066,2025-03-30 21:02:00,2025-03-30 21:51:00,chat,workflow,ai_plus_human,1,0,49,3.6
conv_00008728,acct_00000182,usr_00004064,2025-03-31 14:38:17,2025-03-31 14:53:17,chat,setup,human,0,0,15,3.0
conv_00008704,acct_00000182,usr_00004064,2025-04-01 07:33:01,2025-04-01 07:53:01,chat,setup,human,0,0,20,2.9
conv_00008709,acct_00000182,usr_00004063,2025-04-02 09:03:36,2025-04-02 09:43:36,chat,workflow,human,0,0,40,3.0
conv_00008706,acct_00000182,usr_00004068,2025-04-02 16:11:50,2025-04-02 16:58:50,chat,setup,human,0,1,47,2.6
conv_00008739,acct_00000182,usr_00004064,2025-04-03 12:22:07,2025-04-03 12:41:07,email,reporting,human,0,0,19,3.0
conv_00008708,acct_00000182,usr_00004064,2025-04-04 08:52:21,2025-04-04 10:08:21,web,api,human,0,1,76,2.4
conv_00008703,acct_00000182,usr_00004064,2025-04-04 19:34:09,2025-04-04 20:55:09,chat,billing,human,0,1,81,2.8
conv_00008727,acct_00000182,usr_00004068,2025-04-04 21:47:27,2025-04-04 23:14:27,chat,bug,human,0,0,87,3.3
conv_00008714,acct_00000182,usr_00004070,2025-04-05 07:50:48,2025-04-05 09:08:48,chat,bug,human,0,0,78,4.2
conv_00008732,acct_00000182,usr_00004071,2025-04-05 16:44:07,2025-04-05 16:59:07,email,workflow,ai,1,0,15,4.0
conv_00008700,acct_00000182,usr_00004066,2025-04-07 13:52:16,2025-04-07 14:48:16,web,billing,human,0,1,56,1.9
conv_00008717,acct_00000182,usr_00004065,2025-04-07 17:32:50,2025-04-07 18:13:50,chat,reporting,ai,1,0,41,3.7
conv_00008707,acct_00000182,usr_00004068,2025-04-07 21:48:25,2025-04-07 22:28:25,email,api,human,0,0,40,3.7
conv_00008720,acct_00000182,usr_00004066,2025-04-08 10:00:00,2025-04-08 11:14:00,chat,api,human,0,0,74,3.4
conv_00008723,acct_00000182,usr_00004071,2025-04-08 10:00:00,2025-04-08 11:29:00,email,bug,human,0,0,89,3.4
conv_00008724,acct_00000182,usr_00004063,2025-04-08 10:00:00,2025-04-08 12:30:00,chat,api,human,0,1,150,2.1
conv_00008733,acct_00000182,usr_00004064,2025-04-08 10:00:00,2025-04-08 10:38:00,email,billing,human,0,0,38,3.3
conv_00008735,acct_00000182,usr_00004065,2025-04-08 10:00:00,2025-04-08 10:34:00,chat,setup,human,0,0,34,3.6
conv_00008738,acct_00000182,usr_00004069,2025-04-08 10:00:00,2025-04-08 10:29:00,email,permissions,human,0,0,29,3.2
conv_00008751,acct_00000183,usr_00004082,2025-01-23 10:59:53,2025-01-23 11:21:53,email,setup,human,0,0,22,3.8
conv_00008764,acct_00000183,usr_00004082,2025-01-26 09:52:06,2025-01-26 10:52:06,chat,workflow,ai_plus_human,1,1,60,3.1
conv_00008754,acct_00000183,usr_00004073,2025-01-29 17:48:18,2025-01-29 18:59:18,chat,billing,human,0,1,71,2.5
conv_00008743,acct_00000183,usr_00004076,2025-02-03 21:16:20,2025-02-03 22:37:20,email,bug,ai,1,0,81,3.3
conv_00008750,acct_00000183,usr_00004073,2025-02-06 21:46:41,2025-02-06 22:05:41,web,setup,ai_plus_human,1,0,19,3.6
conv_00008769,acct_00000183,usr_00004085,2025-02-07 07:57:43,2025-02-07 09:02:43,chat,api,human,0,0,65,3.5
conv_00008762,acct_00000183,usr_00004073,2025-02-07 18:58:48,2025-02-07 19:36:48,email,permissions,human,0,0,38,3.2
conv_00008748,acct_00000183,usr_00004081,2025-02-13 12:12:07,2025-02-13 13:37:07,email,bug,ai_plus_human,1,0,85,3.5
conv_00008768,acct_00000183,usr_00004073,2025-02-15 16:10:36,2025-02-15 16:47:36,chat,permissions,ai,1,0,37,4.0
conv_00008761,acct_00000183,usr_00004079,2025-02-18 18:41:17,2025-02-18 20:10:17,chat,bug,human,0,0,89,2.4
conv_00008753,acct_00000183,usr_00004083,2025-02-26 14:36:41,2025-02-26 15:16:41,chat,bug,human,0,0,40,3.6
conv_00008757,acct_00000183,usr_00004083,2025-02-28 10:24:45,2025-02-28 10:41:45,web,setup,human,0,0,17,3.3
conv_00008759,acct_00000183,usr_00004079,2025-03-02 14:57:42,2025-03-02 16:00:42,email,api,human,0,0,63,3.6
conv_00008766,acct_00000183,usr_00004072,2025-03-02 20:41:35,2025-03-02 21:58:35,web,bug,ai,1,0,77,3.0
conv_00008772,acct_00000183,usr_00004077,2025-03-03 17:28:38,2025-03-03 17:59:38,email,setup,human,0,0,31,3.3
conv_00008746,acct_00000183,usr_00004078,2025-03-07 11:20:57,2025-03-07 12:11:57,chat,api,ai,1,0,51,3.2
conv_00008765,acct_00000183,usr_00004076,2025-03-08 09:03:36,2025-03-08 10:54:36,chat,bug,human,0,0,111,3.6
conv_00008758,acct_00000183,usr_00004078,2025-03-12 09:09:35,2025-03-12 10:20:35,email,reporting,human,0,1,71,2.2
conv_00008745,acct_00000183,usr_00004078,2025-03-23 11:00:17,2025-03-23 11:34:17,email,billing,human,0,0,34,3.4
conv_00008767,acct_00000183,usr_00004081,2025-04-01 12:48:54,2025-04-01 13:17:54,chat,reporting,human,0,0,29,3.6
conv_00008747,acct_00000183,usr_00004082,2025-04-03 14:15:33,2025-04-03 14:52:33,chat,reporting,human,0,0,37,3.2
conv_00008744,acct_00000183,usr_00004081,2025-04-05 16:48:37,2025-04-05 18:07:37,chat,api,human,0,0,79,3.3
conv_00008770,acct_00000183,usr_00004084,2025-04-05 20:09:18,2025-04-05 20:48:18,chat,billing,human,0,0,39,3.0
conv_00008771,acct_00000183,usr_00004076,2025-04-05 20:47:36,2025-04-05 22:04:36,chat,bug,ai,1,0,77,3.6
conv_00008763,acct_00000183,usr_00004076,2025-04-06 16:12:22,2025-04-06 16:55:22,email,permissions,human,0,0,43,3.1
conv_00008756,acct_00000183,usr_00004085,2025-04-08 12:36:54,2025-04-08 13:35:54,chat,billing,human,0,0,59,3.6
conv_00008752,acct_00000183,usr_00004080,2025-04-09 07:34:44,2025-04-09 08:16:44,chat,permissions,ai_plus_human,1,1,42,3.1
conv_00008773,acct_00000183,usr_00004083,2025-04-15 14:19:51,2025-04-15 15:38:51,web,bug,human,0,0,79,2.7
conv_00008755,acct_00000183,usr_00004083,2025-04-17 12:19:10,2025-04-17 13:39:10,chat,bug,ai,1,0,80,3.0
conv_00008749,acct_00000183,usr_00004073,2025-04-24 20:51:36,2025-04-24 21:27:36,chat,billing,ai_plus_human,1,0,36,3.3
conv_00008760,acct_00000183,usr_00004075,2025-04-29 20:15:53,2025-04-29 20:56:53,email,permissions,human,0,0,41,3.3
conv_00008814,acct_00000184,usr_00004086,2025-01-12 14:43:46,2025-01-12 15:24:46,web,billing,human,0,0,41,2.8
conv_00008784,acct_00000184,usr_00004086,2025-01-14 08:13:55,2025-01-14 08:36:55,email,setup,human,0,0,23,3.5
conv_00008794,acct_00000184,usr_00004096,2025-01-15 14:42:42,2025-01-15 15:21:42,chat,api,ai_plus_human,1,0,39,3.6
conv_00008804,acct_00000184,usr_00004101,2025-01-16 16:47:56,2025-01-16 17:26:56,chat,reporting,human,0,0,39,3.6
conv_00008792,acct_00000184,usr_00004096,2025-01-16 21:47:24,2025-01-16 22:36:24,chat,api,ai,1,0,49,4.1
conv_00008802,acct_00000184,usr_00004095,2025-01-19 11:18:33,2025-01-19 11:25:33,email,setup,human,0,0,7,2.9
conv_00008788,acct_00000184,usr_00004098,2025-01-20 11:08:33,2025-01-20 14:18:33,web,bug,human,0,1,190,2.8
conv_00008774,acct_00000184,usr_00004088,2025-01-21 07:07:14,2025-01-21 07:35:14,chat,workflow,ai_plus_human,1,0,28,3.8
conv_00008779,acct_00000184,usr_00004095,2025-01-22 21:41:57,2025-01-22 22:02:57,web,billing,ai_plus_human,1,0,21,3.2
conv_00008775,acct_00000184,usr_00004092,2025-01-28 10:37:04,2025-01-28 11:14:04,chat,api,human,0,0,37,3.7
conv_00008811,acct_00000184,usr_00004101,2025-01-30 14:04:08,2025-01-30 14:38:08,web,workflow,ai,1,0,34,3.8
conv_00008778,acct_00000184,usr_00004086,2025-01-30 18:46:11,2025-01-30 19:22:11,email,billing,ai_plus_human,1,0,36,3.4
conv_00008805,acct_00000184,usr_00004090,2025-02-05 08:12:18,2025-02-05 08:34:18,email,permissions,ai,1,0,22,3.1
conv_00008783,acct_00000184,usr_00004087,2025-02-07 15:31:57,2025-02-07 16:08:57,chat,permissions,human,0,0,37,3.3
conv_00008799,acct_00000184,usr_00004096,2025-02-13 18:44:32,2025-02-13 19:13:32,chat,setup,human,0,0,29,3.7
conv_00008793,acct_00000184,usr_00004087,2025-02-15 10:00:24,2025-02-15 11:25:24,chat,api,human,0,0,85,3.7
conv_00008796,acct_00000184,usr_00004087,2025-02-15 20:10:51,2025-02-15 21:07:51,chat,reporting,human,0,1,57,2.6
conv_00008780,acct_00000184,usr_00004099,2025-02-23 13:13:03,2025-02-23 13:41:03,web,reporting,ai_plus_human,1,0,28,3.8
conv_00008808,acct_00000184,usr_00004100,2025-02-24 19:22:51,2025-02-24 20:10:51,email,billing,human,0,0,48,3.3
conv_00008803,acct_00000184,usr_00004096,2025-02-28 11:30:25,2025-02-28 11:51:25,chat,setup,ai_plus_human,1,0,21,3.5
conv_00008782,acct_00000184,usr_00004092,2025-03-02 16:12:25,2025-03-02 16:55:25,email,workflow,human,0,0,43,2.9
conv_00008798,acct_00000184,usr_00004086,2025-03-11 10:39:38,2025-03-11 11:26:38,chat,setup,human,0,1,47,2.8
conv_00008790,acct_00000184,usr_00004097,2025-03-12 08:52:29,2025-03-12 09:50:29,web,workflow,human,0,0,58,3.3
conv_00008786,acct_00000184,usr_00004097,2025-03-13 09:28:23,2025-03-13 10:36:23,chat,workflow,human,0,0,68,3.5
conv_00008809,acct_00000184,usr_00004093,2025-03-15 14:20:25,2025-03-15 14:54:25,chat,permissions,human,0,0,34,3.2
conv_00008797,acct_00000184,usr_00004098,2025-03-16 15:59:02,2025-03-16 16:21:02,chat,setup,human,0,0,22,3.8
conv_00008800,acct_00000184,usr_00004094,2025-03-16 21:07:58,2025-03-16 21:57:58,chat,api,ai,1,0,50,3.7
conv_00008781,acct_00000184,usr_00004087,2025-03-18 12:08:41,2025-03-18 12:35:41,chat,reporting,human,0,0,27,3.0
conv_00008785,acct_00000184,usr_00004099,2025-03-21 17:43:53,2025-03-21 20:27:53,web,bug,human,0,1,164,1.6
conv_00008815,acct_00000184,usr_00004101,2025-03-22 08:59:45,2025-03-22 09:40:45,email,billing,human,0,0,41,3.4
conv_00008789,acct_00000184,usr_00004092,2025-03-23 16:29:16,2025-03-23 17:08:16,web,workflow,ai,1,0,39,3.3
conv_00008791,acct_00000184,usr_00004088,2025-03-25 07:04:11,2025-03-25 07:09:11,chat,permissions,ai,1,0,5,4.2
conv_00008813,acct_00000184,usr_00004102,2025-03-27 15:25:09,2025-03-27 16:35:09,email,api,human,0,0,70,3.9
conv_00008776,acct_00000184,usr_00004088,2025-03-27 18:02:49,2025-03-27 19:19:49,chat,bug,ai,1,0,77,3.5
conv_00008812,acct_00000184,usr_00004101,2025-04-02 17:41:09,2025-04-02 18:19:09,chat,billing,human,0,0,38,3.5
conv_00008801,acct_00000184,usr_00004089,2025-04-12 11:42:09,2025-04-12 12:08:09,email,setup,human,0,0,26,3.1
conv_00008807,acct_00000184,usr_00004100,2025-04-12 18:24:57,2025-04-12 18:41:57,chat,setup,human,0,0,17,3.2
conv_00008777,acct_00000184,usr_00004093,2025-04-18 07:59:29,2025-04-18 08:10:29,email,setup,ai_plus_human,1,0,11,3.5
conv_00008795,acct_00000184,usr_00004089,2025-04-18 16:54:38,2025-04-18 17:02:38,email,setup,ai,1,0,8,3.7
conv_00008810,acct_00000184,usr_00004093,2025-04-24 19:24:42,2025-04-24 20:54:42,web,bug,human,0,0,90,3.2
conv_00008787,acct_00000184,usr_00004091,2025-04-26 19:23:14,2025-04-26 20:07:14,chat,reporting,human,0,0,44,4.0
conv_00008806,acct_00000184,usr_00004088,2025-04-29 07:22:17,2025-04-29 08:16:17,email,workflow,human,0,0,54,3.1
conv_00008828,acct_00000185,usr_00004116,2025-01-24 18:07:47,2025-01-24 18:50:47,chat,workflow,human,0,0,43,3.7
conv_00008853,acct_00000185,usr_00004116,2025-01-27 13:44:27,2025-01-27 14:53:27,email,api,human,0,0,69,3.2
conv_00008854,acct_00000185,usr_00004118,2025-01-28 11:58:31,2025-01-28 12:44:31,chat,setup,human,0,1,46,3.2
conv_00008850,acct_00000185,usr_00004117,2025-01-31 16:46:01,2025-01-31 17:31:01,chat,permissions,ai_plus_human,1,1,45,3.4
conv_00008825,acct_00000185,usr_00004121,2025-02-01 10:40:17,2025-02-01 11:12:17,chat,reporting,ai_plus_human,1,0,32,3.5
conv_00008856,acct_00000185,usr_00004103,2025-02-01 17:20:29,2025-02-01 17:47:29,chat,billing,ai,1,0,27,3.6
conv_00008826,acct_00000185,usr_00004116,2025-02-03 07:33:35,2025-02-03 07:50:35,chat,setup,ai,1,0,17,4.0
conv_00008857,acct_00000185,usr_00004116,2025-02-04 16:05:30,2025-02-04 16:18:30,chat,setup,ai_plus_human,1,0,13,2.9
conv_00008833,acct_00000185,usr_00004122,2025-02-05 15:12:26,2025-02-05 16:07:26,web,api,human,0,0,55,3.3
conv_00008834,acct_00000185,usr_00004120,2025-02-07 16:59:18,2025-02-07 17:45:18,chat,workflow,ai,1,0,46,3.3
conv_00008836,acct_00000185,usr_00004103,2025-02-08 10:23:30,2025-02-08 11:31:30,chat,api,human,0,0,68,3.3
conv_00008855,acct_00000185,usr_00004110,2025-02-11 09:23:51,2025-02-11 12:02:51,email,api,human,0,1,159,2.9
conv_00008837,acct_00000185,usr_00004117,2025-02-12 11:19:26,2025-02-12 12:07:26,web,api,human,0,0,48,3.4
conv_00008824,acct_00000185,usr_00004104,2025-02-12 14:19:26,2025-02-12 15:15:26,chat,billing,human,0,0,56,3.7
conv_00008858,acct_00000185,usr_00004111,2025-02-15 17:22:35,2025-02-15 17:49:35,chat,setup,human,0,0,27,4.0
conv_00008863,acct_00000185,usr_00004113,2025-02-17 09:34:05,2025-02-17 09:58:05,email,permissions,ai,1,0,24,3.7
conv_00008869,acct_00000185,usr_00004116,2025-02-17 14:33:57,2025-02-17 15:02:57,email,reporting,human,0,0,29,2.8
conv_00008842,acct_00000185,usr_00004120,2025-02-17 16:23:57,2025-02-17 17:08:57,chat,api,ai,1,0,45,3.5
conv_00008843,acct_00000185,usr_00004114,2025-02-18 17:16:46,2025-02-18 17:55:46,web,billing,human,0,0,39,3.3
conv_00008822,acct_00000185,usr_00004103,2025-02-22 10:46:23,2025-02-22 10:55:23,email,setup,human,0,0,9,3.4
conv_00008817,acct_00000185,usr_00004105,2025-02-22 18:16:52,2025-02-22 18:50:52,chat,reporting,human,0,0,34,3.2
conv_00008821,acct_00000185,usr_00004120,2025-02-23 14:09:44,2025-02-23 16:00:44,email,bug,human,0,0,111,3.8
conv_00008831,acct_00000185,usr_00004108,2025-02-23 18:57:40,2025-02-23 20:02:40,chat,workflow,human,0,0,65,3.2
conv_00008866,acct_00000185,usr_00004119,2025-02-24 14:57:35,2025-02-24 15:42:35,email,setup,human,0,1,45,2.7
conv_00008832,acct_00000185,usr_00004104,2025-02-27 21:58:09,2025-02-27 22:31:09,chat,workflow,ai,1,0,33,3.9
conv_00008867,acct_00000185,usr_00004119,2025-03-01 13:56:54,2025-03-01 15:43:54,chat,api,human,0,1,107,2.7
conv_00008820,acct_00000185,usr_00004119,2025-03-01 19:56:33,2025-03-01 20:32:33,chat,permissions,ai,1,0,36,3.5
conv_00008841,acct_00000185,usr_00004103,2025-03-02 08:54:39,2025-03-02 10:09:39,chat,bug,ai_plus_human,1,0,75,3.7
conv_00008851,acct_00000185,usr_00004118,2025-03-02 19:26:31,2025-03-02 20:10:31,chat,workflow,human,0,0,44,2.6
conv_00008848,acct_00000185,usr_00004123,2025-03-02 21:29:43,2025-03-02 22:03:43,web,workflow,human,0,0,34,4.1
conv_00008819,acct_00000185,usr_00004118,2025-03-04 07:47:04,2025-03-04 07:58:04,chat,setup,ai_plus_human,1,0,11,4.1
conv_00008846,acct_00000185,usr_00004109,2025-03-04 11:30:15,2025-03-04 11:50:15,email,setup,ai,1,0,20,3.3
conv_00008818,acct_00000185,usr_00004108,2025-03-07 13:22:41,2025-03-07 13:27:41,web,setup,ai,1,0,5,3.6
conv_00008829,acct_00000185,usr_00004106,2025-03-11 21:49:14,2025-03-11 22:21:14,chat,setup,human,0,0,32,3.2
conv_00008823,acct_00000185,usr_00004122,2025-03-12 15:52:11,2025-03-12 16:27:11,chat,permissions,human,0,0,35,3.6
conv_00008816,acct_00000185,usr_00004112,2025-03-12 17:34:13,2025-03-12 18:11:13,email,permissions,ai,1,0,37,2.9
conv_00008862,acct_00000185,usr_00004117,2025-03-16 09:17:56,2025-03-16 09:36:56,chat,permissions,ai,1,0,19,3.3
conv_00008859,acct_00000185,usr_00004112,2025-03-17 08:49:21,2025-03-17 08:59:21,chat,setup,ai_plus_human,1,0,10,3.0
conv_00008865,acct_00000185,usr_00004113,2025-03-19 18:53:21,2025-03-19 20:16:21,chat,bug,human,0,0,83,3.6
conv_00008860,acct_00000185,usr_00004105,2025-03-20 13:54:24,2025-03-20 14:28:24,chat,permissions,ai_plus_human,1,1,34,3.1
conv_00008835,acct_00000185,usr_00004107,2025-03-20 19:37:19,2025-03-20 21:15:19,web,bug,human,0,0,98,3.8
conv_00008827,acct_00000185,usr_00004104,2025-04-05 16:44:13,2025-04-05 17:27:13,chat,reporting,human,0,0,43,4.0
conv_00008845,acct_00000185,usr_00004115,2025-04-05 16:50:53,2025-04-05 18:06:53,email,api,ai_plus_human,1,1,76,3.2
conv_00008861,acct_00000185,usr_00004110,2025-04-09 15:57:25,2025-04-09 16:30:25,email,workflow,ai,1,0,33,4.0
conv_00008838,acct_00000185,usr_00004109,2025-04-12 08:29:25,2025-04-12 08:56:25,email,reporting,ai,1,0,27,4.2
conv_00008864,acct_00000185,usr_00004123,2025-04-13 11:36:38,2025-04-13 12:19:38,email,workflow,human,0,0,43,3.4
conv_00008840,acct_00000185,usr_00004108,2025-04-13 13:59:16,2025-04-13 15:38:16,web,bug,human,0,0,99,3.9
conv_00008847,acct_00000185,usr_00004119,2025-04-23 15:46:57,2025-04-23 16:47:57,email,bug,ai,1,0,61,3.4
conv_00008839,acct_00000185,usr_00004106,2025-04-25 21:57:23,2025-04-25 22:12:23,chat,setup,ai_plus_human,1,0,15,3.5
conv_00008830,acct_00000185,usr_00004121,2025-04-26 21:25:27,2025-04-26 22:05:27,chat,permissions,ai,1,0,40,3.1
conv_00008868,acct_00000185,usr_00004118,2025-04-29 08:32:46,2025-04-29 09:56:46,chat,workflow,human,0,1,84,3.0
conv_00008844,acct_00000185,usr_00004106,2025-04-29 15:15:05,2025-04-29 16:28:05,chat,bug,human,0,0,73,3.6
conv_00008849,acct_00000185,usr_00004109,2025-04-29 16:00:37,2025-04-29 16:59:37,email,api,human,0,0,59,3.6
conv_00008852,acct_00000185,usr_00004112,2025-04-29 16:26:35,2025-04-29 17:18:35,email,permissions,human,0,0,52,2.9
conv_00008903,acct_00000186,usr_00004148,2025-02-12 10:14:00,2025-02-12 10:48:00,email,permissions,human,0,0,34,3.1
conv_00008870,acct_00000186,usr_00004148,2025-02-12 11:54:25,2025-02-12 12:22:25,web,permissions,human,0,0,28,3.7
conv_00008900,acct_00000186,usr_00004147,2025-02-13 07:48:04,2025-02-13 08:39:04,chat,api,ai_plus_human,1,0,51,3.6
conv_00008876,acct_00000186,usr_00004147,2025-02-14 15:27:24,2025-02-14 16:06:24,chat,workflow,human,0,0,39,3.0
conv_00008881,acct_00000186,usr_00004147,2025-02-15 17:57:41,2025-02-15 18:21:41,chat,permissions,human,0,0,24,3.4
conv_00008904,acct_00000186,usr_00004143,2025-02-16 08:35:31,2025-02-16 09:06:31,chat,permissions,human,0,0,31,3.6
conv_00008888,acct_00000186,usr_00004147,2025-02-20 17:49:45,2025-02-20 18:26:45,web,billing,ai,1,0,37,3.7
conv_00008891,acct_00000186,usr_00004125,2025-02-27 15:38:43,2025-02-27 16:13:43,chat,billing,human,0,0,35,3.1
conv_00008899,acct_00000186,usr_00004142,2025-03-01 16:55:32,2025-03-01 18:00:32,email,api,ai,1,0,65,3.8
